----------------------------------------------------------------------------------------------------,
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--final_kernel,952165
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--final_kernel,172999
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--final_kernel,2121880
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--final_kernel,1465893
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--final_kernel,83776
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--final_kernel,99206
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--final_kernel,305206
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--final_kernel,1059640
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--final_kernel,1361031
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--final_kernel,415632

----------------------------------------------------------------------------------------------------,
gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\),
APPS,QV100-SASS
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--final_kernel,1349
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--final_kernel,17446
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--final_kernel,3385
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--final_kernel,1796
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--final_kernel,25625
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--final_kernel,22942
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--final_kernel,1351
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--final_kernel,31403
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--final_kernel,3725
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--final_kernel,23684

----------------------------------------------------------------------------------------------------,
gpgpu_silicon_slowdown\s*=\s*(.*)x,
APPS,QV100-SASS
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--final_kernel,1072646
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--final_kernel,82941
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--final_kernel,427474
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--final_kernel,805679
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--final_kernel,56468
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--final_kernel,63072
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--final_kernel,1071058
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--final_kernel,46078
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--final_kernel,388456
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--final_kernel,61096

----------------------------------------------------------------------------------------------------,
gpu_tot_ipc\s*=\s*(.*),
APPS,QV100-SASS
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--final_kernel,705.8309
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--final_kernel,9.9162
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--final_kernel,626.7324
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--final_kernel,816.0170
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--final_kernel,3.2693
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--final_kernel,4.3241
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--final_kernel,225.8582
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--final_kernel,33.7433
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--final_kernel,365.3286
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--final_kernel,17.5487

